"customer_id","region","customer_segment","discount_sensitivity","frequency","recency_days","tenure_days","monetary","avg_spend","churn_flag","clv_proxy"
C01156,South,High Activity,Low,7,17,877,14006.24,2000.89,1,13663.47
C01157,North,Mid Activity,High,5,28,364,8203.3,1640.66,1,3321.47
C01158,East,Mid Activity,Low,5,57,384,5903.01,1180.6,0,2521.41
C01159,East,Mid Activity,Low,6,14,393,9899.58,1649.93,0,4327.63
C01160,North,Power User,Low,10,6,435,23141.27,2314.13,0,11197.4
C01161,East,Mid Activity,Low,6,248,314,7345.07,1224.18,1,2565.47
C01162,North,High Activity,Low,7,300,752,8023.94,1146.28,1,6711.92
C01163,Central,Power User,Low,10,139,267,11868.02,1186.8,0,3524.76
C01164,South,Low Activity,High,4,14,386,5272.84,1318.21,0,2263.98
C01165,North,Power User,Low,11,316,308,10928.92,993.54,1,3744.29
C01166,East,High Activity,Low,8,105,182,8443.53,1055.44,0,1709.37
C01167,East,High Activity,Low,7,208,300,6347.18,906.74,0,2118.08
C01168,Central,Mid Activity,High,6,29,564,7855.51,1309.25,0,4928.26
C01169,North,Mid Activity,Low,6,126,793,10530.15,1755.03,1,9288.58
C01170,Central,Power User,Low,10,132,217,46406.2,928.12,0,2240.29
C01171,South,High Activity,High,8,58,520,11996.63,1499.58,0,6939.1
C01172,East,High Activity,Low,8,2,824,17432.97,2179.12,0,15978.6
C01173,South,Mid Activity,High,6,296,893,8172.86,1362.14,0,8118.29
C01174,Central,Low Activity,High,3,33,200,3598.27,1199.42,0,800.5
C01175,South,Mid Activity,Low,6,130,421,3975.7,662.62,0,1861.82
C01176,Central,Mid Activity,Low,5,68,634,6043.42,1208.68,1,4261.98
C01177,South,High Activity,Low,8,111,800,11053.74,1381.72,0,9836.49
C01178,North,Low Activity,Low,4,214,482,3654.02,913.51,1,1959.12
C01179,South,Low Activity,High,4,3,775,7586.06,1896.51,0,6539.69
C01180,Central,High Activity,Low,7,25,774,20420.57,2917.22,0,17581.2
C01181,East,Low Activity,Low,4,35,248,5785.16,1446.29,0,1595.91
C01182,Central,Mid Activity,Low,6,25,308,16938.64,2823.11,0,5803.23
C01183,South,Low Activity,Low,4,223,375,1999.15,499.79,1,833.91
C01184,East,Power User,Low,9,18,319,20301.0,2255.67,0,7203.59
C01185,North,Low Activity,Low,4,73,623,7531.29,1882.82,1,5219.12
C01186,East,High Activity,Low,8,37,462,24374.49,3046.81,0,12526.15
C01187,South,Mid Activity,High,6,12,491,12761.2,2126.87,0,6969.7
C01188,North,High Activity,Low,7,54,714,6057.83,865.4,1,4811.2
C01189,Central,Mid Activity,High,5,14,844,4182.22,836.44,0,3926.34
C01190,South,High Activity,Low,7,25,456,10436.92,1490.99,0,5293.93
C01191,North,High Activity,Low,8,205,240,8638.97,1079.87,1,2306.29
C01192,South,Power User,High,11,97,498,9675.16,879.56,0,5359.54
C01193,Central,High Activity,Low,8,109,231,9235.26,1154.41,0,2373.03
C01194,South,High Activity,Low,7,211,332,8828.27,1261.18,1,3260.27
C01195,North,Mid Activity,Low,5,162,490,3420.24,684.05,0,1864.21
C01196,East,High Activity,Low,7,46,723,6793.31,970.47,0,5463.35
C01197,East,Low Activity,Low,3,254,746,3078.86,1026.29,1,2554.88
C01198,East,Low Activity,Low,3,349,568,3053.46,1017.82,1,1929.22
C01199,South,Low Activity,Low,4,309,727,4821.5,1205.37,1,3899.02
C01200,North,Power User,Low,10,18,801,24399.04,2439.9,0,21739.26
C01201,South,Mid Activity,High,5,358,356,5363.56,1072.71,1,2123.94
C01202,North,High Activity,Low,8,211,541,7986.1,998.26,0,4805.86
C01203,North,Power User,High,9,174,493,10744.34,1193.82,1,5892.08
C01204,Central,High Activity,High,7,34,276,21139.02,3019.86,0,6489.84
C01205,Central,Low Activity,Low,4,234,392,3053.45,763.36,0,1331.42
C01206,South,High Activity,High,7,35,316,19975.76,2853.68,1,7021.51
C01207,South,Low Activity,High,4,81,185,2839.6,709.9,0,584.34
C01208,Central,High Activity,Low,8,120,288,10468.4,1308.55,0,3353.61
C01209,Central,High Activity,Low,7,205,726,10604.19,1514.88,0,8563.54
C01210,East,Low Activity,Low,3,259,218,2408.85,802.95,0,584.13
C01211,Central,Low Activity,Low,2,159,841,2610.46,1305.23,0,2442.04
C01212,Central,Low Activity,Low,3,23,604,2658.38,886.13,0,1786.06
C01213,North,Mid Activity,Low,6,40,809,9306.57,1551.09,0,8374.85
C01214,South,Mid Activity,High,5,4,440,3599.88,719.98,0,1761.91
C01215,South,Mid Activity,Low,6,307,605,5593.55,932.26,1,3764.3
C01216,North,Power User,Low,9,1,266,19533.74,2170.42,0,5779.74
C01217,North,Mid Activity,Low,5,57,644,7067.21,1413.44,0,5062.6
C01218,South,High Activity,Low,7,1,255,17917.09,2559.58,1,5082.15
C01219,South,Low Activity,High,4,312,650,5394.17,1348.54,1,3900.12
C01220,Central,Mid Activity,Low,5,156,593,5176.18,1035.24,0,3414.33
C01221,East,Power User,Low,9,12,636,11885.52,1320.61,0,8408.42
C01222,North,Mid Activity,High,6,53,464,9836.3,1639.38,0,5076.79
C01223,Central,High Activity,High,8,29,418,23007.64,2875.96,1,10697.68
C01224,East,Low Activity,Low,3,164,856,3161.04,1053.68,0,3009.84
C01225,Central,Mid Activity,High,6,81,778,4223.25,703.87,0,3654.8
C01227,Central,Mid Activity,Low,5,71,851,7896.53,1579.31,0,7474.93
C01228,Central,Mid Activity,Low,6,4,737,12378.82,2063.14,0,10148.17
C01229,East,Low Activity,Low,4,24,551,4007.26,1001.82,0,2456.07
C01230,Central,Low Activity,Low,4,116,674,4488.84,1122.21,0,3365.38
C01231,East,Power User,Low,9,348,803,10230.87,1136.76,1,9138.34
C01232,North,Low Activity,Low,4,29,224,28617.2,1430.86,1,1426.09
C01233,North,High Activity,Low,8,284,580,6869.14,858.64,1,4431.69
C01234,North,Power User,Low,9,254,426,9224.27,1024.92,1,4371.02
C01235,South,Mid Activity,High,5,16,795,5724.5,1144.9,1,5062.27
C01236,Central,Mid Activity,Low,6,49,776,38325.5,1277.52,0,6616.39
C01237,East,High Activity,High,7,169,629,10219.4,1459.91,0,7150.15
C01238,Central,Low Activity,Low,2,32,664,2586.59,1293.29,1,1910.44
C01239,East,Low Activity,High,3,125,825,5176.89,1725.63,0,4750.76
C01240,North,Low Activity,Low,4,357,799,3610.14,902.54,1,3208.58
C01241,East,Mid Activity,Low,5,107,197,8192.45,1638.49,0,1795.23
C01242,South,Mid Activity,High,5,27,785,4569.19,913.84,0,3989.79
C01243,South,Mid Activity,High,5,12,841,5407.04,1081.41,0,5058.21
C01244,East,Low Activity,Low,4,340,468,5264.67,1316.17,1,2740.68
C01245,South,Mid Activity,Low,6,209,593,9320.17,1553.36,1,6147.78
C01246,South,Mid Activity,High,6,163,817,6491.42,1081.9,1,5899.3
C01247,North,Low Activity,Low,3,148,414,3953.26,1317.75,0,1820.52
C01249,East,Low Activity,Low,4,18,678,2045.32,511.33,0,1542.52
C01250,South,Mid Activity,High,5,3,813,29711.75,1188.47,0,5373.89
C01251,South,Low Activity,High,4,207,829,3310.16,827.54,0,3052.42
C01252,Central,High Activity,High,7,16,294,17995.63,2570.8,0,5885.1
C01253,North,Mid Activity,Low,5,170,853,7917.61,1583.52,0,7512.47
C01254,North,Low Activity,Low,2,257,892,1898.4,949.2,1,1883.62
C01255,South,Power User,High,10,68,413,9030.91,903.09,0,4148.79
C01257,North,Mid Activity,Low,6,96,190,8158.31,1359.72,0,1724.23
C01258,Central,Mid Activity,Low,5,83,385,6804.54,1360.91,0,2914.07
C01259,North,Low Activity,High,3,7,858,6667.25,2222.42,1,6363.19
C01260,South,Mid Activity,Low,5,331,426,5536.98,1107.4,1,2623.76
C01261,Central,Mid Activity,High,6,207,738,7364.47,1227.41,0,6045.57
C01262,South,Mid Activity,High,5,276,306,8897.6,1779.52,1,3028.55
C01263,Central,High Activity,Low,7,164,326,9001.32,1285.9,0,3264.1
C01264,Central,Low Activity,Low,4,3,297,17471.55,873.58,0,1154.41
C01265,North,High Activity,Low,8,130,561,10420.72,1302.59,0,6502.81
C01266,North,Mid Activity,Low,6,293,591,8468.67,1411.44,0,5567.26
C01267,Central,High Activity,Low,7,6,843,16044.95,2292.14,0,15045.52
C01268,Central,High Activity,Low,8,46,763,11508.67,1438.58,0,9767.62
C01269,South,Low Activity,High,3,174,542,4235.66,1411.89,0,2553.65
C01270,Central,High Activity,Low,7,31,688,12513.01,1787.57,1,9576.13
C01271,South,Mid Activity,Low,5,196,316,8327.55,1665.51,1,2927.15
C01272,East,High Activity,Low,7,35,354,12519.19,1788.46,0,4929.7
C01273,South,Low Activity,Low,4,223,468,5324.77,1331.19,0,2771.96
C01274,North,High Activity,Low,7,178,660,7135.56,1019.37,0,5238.59
C01275,Central,Power User,Low,9,28,198,11848.14,1316.46,0,2609.49
C01276,North,Low Activity,Low,4,34,374,5230.05,1307.51,0,2175.79
C01277,North,High Activity,High,8,303,509,14230.39,1778.8,1,8057.03
C01278,East,Power User,Low,16,22,354,41348.35,2584.27,0,16281.76
C01279,North,High Activity,Low,8,340,628,6015.78,751.97,1,4202.33
C01280,Central,High Activity,Low,7,15,533,18147.31,2592.47,0,10759.18
C01281,South,Low Activity,High,4,33,678,3817.58,954.4,1,2879.12
C01282,South,Low Activity,Low,3,47,320,4548.41,1516.14,0,1619.01
C01283,South,Mid Activity,High,6,18,272,12221.04,2036.84,0,3697.58
C01284,North,High Activity,Low,7,40,418,4677.62,668.23,0,2174.91
C01285,Central,High Activity,Low,7,116,384,9467.9,1352.56,0,4044.14
C01286,Central,Mid Activity,Low,5,18,739,6313.32,1262.66,0,5189.69
C01287,North,Low Activity,Low,2,13,612,2220.07,1110.04,0,1511.33
C01288,Central,High Activity,High,7,4,424,10809.03,1544.15,0,5097.93
C01289,North,Power User,Low,9,21,496,25383.7,2820.41,0,14004.79
C01290,North,Low Activity,Low,3,131,474,3193.28,1064.43,1,1683.67
C01291,Central,Low Activity,Low,3,28,819,4407.39,1469.13,0,4015.19
C01292,North,Low Activity,Low,3,110,461,3183.06,1061.02,0,1632.25
C01294,South,High Activity,Low,8,60,250,9728.29,1216.04,1,2705.32
C01295,East,High Activity,Low,8,48,448,48336.2,1208.4,0,4817.47
C01296,North,Power User,Low,10,18,504,18435.26,1843.53,0,10335.25
C01297,North,Mid Activity,Low,5,34,484,6792.22,1358.44,0,3656.76
C01298,North,High Activity,Low,8,1,630,20981.24,2622.65,0,14703.18
C01299,South,Mid Activity,Low,6,85,186,5338.12,889.69,1,1104.44
C01300,South,High Activity,High,8,286,493,7602.52,950.31,1,4169.1
C01301,North,High Activity,Low,8,110,282,16666.99,2083.37,0,5228.12
C01302,East,Low Activity,Low,4,332,372,3598.08,899.52,1,1488.86
C01303,North,Mid Activity,Low,6,223,753,6201.76,1033.63,0,5194.59
C01304,Central,Mid Activity,Low,6,318,708,9690.66,1615.11,0,7631.8
C01305,South,Mid Activity,Low,6,336,350,9744.89,1624.15,1,3793.9
C01306,East,Mid Activity,Low,6,18,716,5594.18,932.36,0,4455.42
C01307,South,Power User,Low,9,199,430,12866.65,1429.63,0,6154.25
C01308,East,Low Activity,Low,3,30,566,3424.5,1141.5,0,2156.03
C01309,Central,High Activity,High,7,107,386,8086.35,1155.19,0,3471.99
C01312,East,Low Activity,Low,2,126,595,2092.83,1046.41,0,1385.13
C01313,Central,Power User,Low,11,238,559,12138.94,1103.54,1,7548.02
C01314,East,Mid Activity,Low,6,30,323,10214.25,1702.37,0,3669.85
C01315,Central,Low Activity,Low,4,48,204,5216.83,1304.21,0,1183.8
C01316,South,Low Activity,Low,1,38,847,1597.0,1597.0,1,1504.63
C01317,Central,High Activity,High,8,37,252,16094.18,2011.77,0,4511.38
C01318,South,Mid Activity,Low,5,49,811,5980.7,1196.14,0,5395.27
C01319,North,High Activity,Low,7,17,272,17378.46,2482.64,0,5258.01
C01320,North,Mid Activity,Low,5,279,684,7170.29,1434.06,1,5455.49
C01321,North,Low Activity,Low,3,107,777,4120.21,1373.4,0,3561.06
C01322,North,Mid Activity,Low,5,294,515,4999.04,999.81,1,2863.75
C01323,East,Power User,High,10,17,604,22066.45,2206.64,0,14825.48
C01324,North,Mid Activity,Low,5,193,678,2820.67,564.13,1,2127.25
C01325,East,Mid Activity,Low,6,191,543,9961.06,1660.18,1,6016.54
C01326,Central,Power User,Low,9,23,809,26086.86,2898.54,0,23475.27
C01327,North,Low Activity,High,3,25,378,4400.46,1466.82,0,1850.25
C01328,South,Low Activity,Low,3,177,897,4721.34,1573.78,0,4710.84
C01329,South,Mid Activity,High,6,23,592,11001.33,1833.56,1,7244.5
C01330,Central,Mid Activity,Low,5,68,518,4874.27,974.85,0,2808.52
C01331,South,Power User,High,9,156,838,7414.46,823.83,0,6911.37
C01332,South,High Activity,Low,7,14,608,22655.87,3236.55,0,15322.31
C01333,North,Power User,Low,10,25,318,16596.36,1659.64,0,5870.58
C01334,East,High Activity,Low,8,37,872,17478.32,2184.79,0,16953.39
C01335,East,Low Activity,Low,3,214,721,3801.72,1267.24,0,3048.99
C01336,South,Power User,High,9,57,236,10698.83,1188.76,0,2808.59
C01337,North,Low Activity,Low,4,1,411,5117.73,1279.43,0,2339.69
C01338,South,Mid Activity,High,6,241,837,3945.39,657.56,0,3673.27
C01339,North,Mid Activity,High,5,6,614,5649.76,1129.95,0,3858.67
C01340,North,Mid Activity,High,6,136,563,8683.49,1447.25,0,5438.05
C01341,Central,Mid Activity,High,5,57,739,5352.27,1070.45,0,4399.68
C01342,Central,Power User,Low,9,6,373,16184.15,1798.24,0,6714.9
C01343,East,Low Activity,Low,1,133,827,1486.44,1486.44,0,1367.39
C01344,South,High Activity,High,8,359,713,8581.8,1072.72,1,6806.22
C01345,South,Mid Activity,High,5,225,697,6276.73,1255.35,1,4866.4
C01346,Central,Mid Activity,Low,6,277,895,6821.2,1136.87,0,6790.87
C01347,Central,Low Activity,Low,3,31,364,3599.61,1199.87,0,1457.46
C01348,Central,Low Activity,Low,4,21,471,6635.53,1658.88,0,3476.45
C01349,East,Low Activity,Low,4,37,514,5486.32,1371.58,0,3136.78
C01350,North,Low Activity,Low,2,21,295,1666.93,833.46,0,546.99
C01351,East,Low Activity,Low,4,13,228,4353.5,1088.38,0,1104.12
C01352,South,Mid Activity,High,5,356,864,5381.08,1076.22,1,5171.6
C01353,Central,Mid Activity,Low,5,14,261,6324.56,1264.91,0,1836.16
C01354,South,High Activity,Low,8,169,512,11781.08,1472.63,0,6709.56
C01355,Central,Power User,Low,10,115,736,12095.51,1209.55,0,9902.43
C01356,East,Low Activity,Low,2,132,514,2401.48,1200.74,0,1373.04
C01357,East,Low Activity,Low,4,351,711,2122.13,530.53,1,1678.34
C01358,Central,Mid Activity,Low,6,57,400,9583.28,1597.21,1,4263.96
C01359,Central,Low Activity,Low,2,3,814,2299.28,1149.64,0,2081.88
C01360,South,Low Activity,High,4,173,502,5110.37,1277.59,0,2853.62
C01361,East,Mid Activity,Low,6,94,182,7661.3,1276.88,0,1551.0
C01362,North,High Activity,Low,8,53,873,7753.85,969.23,0,7529.59
C01363,South,Mid Activity,Low,5,131,385,5634.14,1126.83,0,2412.85
C01364,South,High Activity,Low,7,19,219,13960.66,1994.38,0,3400.87
C01365,South,Mid Activity,High,5,29,238,8074.99,1615.0,0,2137.76
C01366,North,Low Activity,Low,4,148,753,2131.38,532.84,0,1785.22
C01367,South,Mid Activity,Low,6,249,823,5484.02,914.0,1,5020.39
C01368,East,Mid Activity,Low,5,299,686,5516.9,1103.38,0,4209.78
C01369,North,Mid Activity,Low,5,121,751,8246.24,1649.25,0,6888.69
C01370,North,Mid Activity,Low,5,7,301,7061.72,1412.34,0,2364.37
C01371,East,Mid Activity,Low,6,112,658,4251.53,708.59,0,3111.81
C01372,North,Mid Activity,Low,5,78,798,5826.74,1165.35,1,5172.13
C01373,East,Power User,High,9,77,275,12747.59,1416.4,0,3899.43
C01374,Central,Low Activity,High,4,20,593,7472.28,1868.07,0,4928.88
C01375,North,Mid Activity,Low,6,26,414,14056.44,2342.74,0,6473.15
C01376,East,Mid Activity,Low,5,190,241,4223.34,844.67,0,1132.18
C01377,Central,Low Activity,Low,4,85,435,5186.84,1296.71,0,2509.76
C01378,Central,Mid Activity,Low,6,15,740,15213.23,2535.54,0,12522.58
C01380,South,Mid Activity,Low,6,131,850,8442.85,1407.14,0,7982.66
C01381,North,Low Activity,Low,3,7,303,3887.94,1295.98,0,1310.4
C01382,Central,Mid Activity,Low,5,127,661,6792.3,1358.46,0,4994.12
C01383,East,Mid Activity,Low,5,147,496,8453.53,1690.71,0,4664.03
C01384,Central,High Activity,High,8,29,683,13811.69,1726.46,0,10493.19
C01385,South,Low Activity,Low,3,166,898,2498.01,832.67,0,2495.23
C01386,Central,Low Activity,High,4,33,227,5176.77,1294.19,0,1307.15
C01387,South,Mid Activity,Low,5,161,588,4078.0,815.6,0,2667.26
C01388,North,Mid Activity,Low,6,45,315,5181.13,863.52,0,1815.41
C01389,East,High Activity,Low,8,9,380,14959.37,1869.92,0,6323.2
C01390,Central,Mid Activity,Low,6,268,429,4948.67,824.78,1,2361.49
C01391,North,Low Activity,High,4,141,493,6202.28,1550.57,1,3401.25
C01392,North,Low Activity,Low,3,10,547,18220.1,1214.67,0,2217.21
C01393,North,Mid Activity,Low,6,94,608,8472.22,1412.04,0,5729.84
C01394,Central,High Activity,Low,8,172,659,10824.63,1353.08,0,7934.86
C01395,Central,Mid Activity,Low,6,41,493,6822.09,1137.01,0,3741.13
C01397,Central,High Activity,Low,8,231,534,8441.84,1055.23,0,5014.4
C01398,North,High Activity,Low,8,159,664,9196.89,1149.61,0,6792.8
C01399,South,Power User,Low,11,3,390,22936.65,2085.15,0,9950.27
C01400,South,Mid Activity,Low,5,197,883,8100.46,1620.09,1,7956.28
C01401,North,Mid Activity,Low,5,98,223,5839.3,1167.86,0,1448.46
C01402,North,Low Activity,Low,1,34,720,1379.41,1379.41,0,1104.76
C01403,North,Low Activity,Low,4,64,750,4102.25,1025.56,0,3422.34
C01404,South,Low Activity,Low,4,80,762,5816.42,1454.11,0,4930.06
C01405,South,Low Activity,Low,3,23,271,4295.52,1431.84,0,1294.87
C01406,Central,Power User,Low,10,12,444,11621.84,1162.18,0,5739.8
C01407,East,Power User,Low,9,163,399,10811.14,1201.24,0,4798.28
C01408,East,Power User,Low,9,81,621,11115.63,1235.07,1,7678.32
C01409,South,Mid Activity,High,5,177,580,5550.42,1110.08,1,3580.9
C01410,East,Power User,Low,11,157,579,17769.54,1615.41,0,11444.43
C01411,North,Low Activity,Low,4,18,755,3339.3,834.83,0,2804.43
C01412,North,Low Activity,High,3,163,669,3196.55,1065.52,0,2378.75
C01413,Central,Low Activity,Low,3,9,664,2835.6,945.2,0,2094.37
C01414,North,Low Activity,Low,3,137,649,4526.93,1508.98,0,3268.06
C01415,Central,High Activity,Low,7,226,753,6239.91,891.42,1,5226.56
C01416,East,Low Activity,Low,3,12,861,1950.68,650.23,0,1868.24
C01417,North,Power User,Low,10,205,624,13294.16,1329.42,0,9227.56
C01418,North,Power User,Low,9,17,448,22557.88,2506.43,0,11241.3
C01419,Central,Mid Activity,Low,5,276,446,7560.52,1512.1,0,3750.82
C01420,East,Mid Activity,Low,5,159,233,7218.52,1443.7,0,1870.87
C01421,Central,Low Activity,Low,4,6,707,4749.02,1187.26,0,3734.78
C01422,Central,Power User,High,10,17,699,14571.16,1457.12,0,11329.55
C01423,North,Power User,High,11,295,795,9246.26,840.57,0,8176.62
C01424,North,Mid Activity,Low,6,151,238,4008.26,668.04,1,1061.14
C01425,East,Mid Activity,High,6,79,219,6951.13,1158.52,0,1693.32
C01426,East,Power User,Low,10,208,416,10023.89,1002.39,0,4638.42
C01427,North,Low Activity,Low,3,1,565,3437.35,1145.78,0,2160.29
C01428,East,Mid Activity,Low,6,14,785,12600.25,2100.04,0,11002.43
C01429,South,Mid Activity,High,6,50,895,10616.94,1769.49,0,10569.7
C01430,East,Power User,Low,9,334,829,12368.34,1374.26,0,11405.29
C01431,Central,High Activity,Low,7,129,479,8549.81,1221.4,1,4555.46
C01432,Central,High Activity,High,7,285,574,5113.93,730.56,1,3265.17
C01433,Central,High Activity,Low,8,129,386,9662.91,1207.86,0,4148.91
C01434,South,Mid Activity,Low,6,147,515,8787.31,1464.55,0,5033.88
C01435,North,Mid Activity,Low,6,33,772,14212.12,2368.69,0,12204.42
C01436,North,High Activity,Low,8,32,693,15528.05,1941.01,0,11969.92
C01437,Central,Mid Activity,Low,5,183,357,5435.33,1087.07,0,2158.42
C01438,South,Mid Activity,Low,5,20,575,6110.06,1222.01,0,3907.99
C01439,North,High Activity,High,7,357,550,7542.96,1077.57,0,4614.73
C01440,South,High Activity,High,7,166,837,7104.08,1014.87,0,6614.15
C01441,East,Mid Activity,Low,5,175,497,2779.2,555.84,0,1536.44
C01442,North,Low Activity,Low,4,87,548,3878.18,969.55,0,2364.02
C01443,South,Low Activity,High,4,35,563,5101.37,1275.34,1,3194.73
C01444,Central,Power User,High,11,65,241,16087.88,1462.53,0,4312.76
C01445,East,High Activity,Low,7,13,684,18405.77,2629.4,0,14003.97
C01446,North,High Activity,Low,7,13,418,21018.75,3002.68,0,9772.91
C01447,South,Mid Activity,High,5,192,374,5882.15,1176.43,1,2447.08
C01448,East,Low Activity,Low,2,24,857,1873.36,936.68,0,1785.84
C01449,East,Mid Activity,Low,6,38,401,10821.04,1803.51,0,4826.75
C01450,South,High Activity,Low,8,24,240,20889.35,2611.17,1,5576.69
C01451,Central,Mid Activity,Low,5,44,308,5597.88,1119.58,0,1917.86
C01452,South,Low Activity,High,4,122,864,4029.0,1007.25,0,3872.14
C01453,East,Mid Activity,Low,6,18,335,8716.88,1452.81,0,3248.22
C01454,South,High Activity,High,8,241,557,7456.38,932.05,0,4619.82
C01455,North,Power User,Low,10,14,801,17655.77,1765.58,0,15731.14
C01456,East,Low Activity,Low,3,31,765,3076.82,1025.61,0,2618.21
C01457,South,High Activity,Low,7,320,616,6353.34,907.62,1,4353.35
C01458,South,Low Activity,High,3,17,386,5001.64,1667.21,0,2147.53
C01459,North,Low Activity,High,4,110,567,5520.48,1380.12,0,3481.77
C01461,Central,Low Activity,High,4,12,519,2873.75,718.44,0,1659.04
C01462,South,Mid Activity,High,5,58,519,32348.6,1293.94,0,3735.01
C01463,North,Mid Activity,Low,6,208,383,6417.7,1069.62,1,2734.13
C01464,South,Mid Activity,High,5,177,340,6029.48,1205.9,1,2280.34
C01465,East,Mid Activity,Low,6,24,719,22842.48,3807.08,0,18268.9
C01467,East,Mid Activity,Low,5,15,856,5140.93,1028.19,1,4895.05
C01468,Central,Mid Activity,Low,6,26,754,11006.01,1834.34,0,9230.87
C01469,East,High Activity,Low,7,37,713,13384.65,1912.09,0,10615.4
C01470,South,Power User,Low,11,353,249,6234.75,566.8,0,1726.88
C01471,South,Mid Activity,Low,6,24,584,18092.92,3015.49,0,11753.37
C01472,South,High Activity,Low,7,47,787,11182.7,1597.53,1,9789.54
C01473,East,High Activity,Low,8,119,854,10996.52,1374.56,0,10446.04
C01474,Central,Mid Activity,Low,5,39,770,3992.44,798.49,0,3419.56
C01475,Central,High Activity,Low,8,356,696,10266.34,1283.29,1,7948.12
C01476,South,High Activity,High,7,4,299,17891.84,2555.98,0,5950.69
C01477,East,Low Activity,High,3,25,869,3949.54,1316.51,0,3817.73
C01478,South,Low Activity,Low,4,13,867,4740.77,1185.19,0,4572.01
C01479,South,Mid Activity,Low,5,67,396,8115.87,1623.17,0,3574.95
C01480,Central,Mid Activity,Low,5,108,235,4936.29,987.26,1,1290.36
C01481,East,Mid Activity,High,6,35,545,65253.95,2175.13,0,7911.76
C01482,North,High Activity,Low,8,282,878,11101.44,1387.68,1,10842.12
C01483,Central,Low Activity,High,4,218,683,5181.41,1295.35,0,3936.48
C01484,North,Low Activity,Low,4,6,634,5471.96,1367.99,0,3858.98
C01485,Central,High Activity,High,7,325,283,9520.43,1360.06,0,2996.97
C01486,Central,Low Activity,Low,4,17,256,5429.84,1357.46,1,1546.21
C01487,Central,Power User,High,10,28,409,16370.93,1637.09,0,7447.94
C01488,South,High Activity,High,8,27,437,16476.21,2059.53,1,8009.03
C01489,Central,Mid Activity,High,6,309,443,7446.85,1241.14,0,3669.58
C01490,Central,High Activity,Low,7,134,510,11573.5,1653.36,0,6565.62
C01491,North,High Activity,Low,7,138,361,8347.79,1192.54,0,3352.11
C01492,Central,Low Activity,High,4,210,729,5519.28,1379.82,1,4475.59
C01493,North,Power User,Low,9,36,867,24208.87,2689.87,1,23347.11
C01494,North,Power User,Low,11,48,206,19911.29,1810.12,0,4562.55
C01495,South,High Activity,Low,7,119,455,8110.38,1158.63,0,4104.82
C01496,South,High Activity,High,8,11,831,18401.8,2300.23,0,17009.93
C01497,South,Low Activity,High,3,28,478,2953.0,984.33,0,1570.11
C01498,Central,Mid Activity,Low,6,23,270,7850.5,1308.42,0,2357.78
C01499,Central,Power User,Low,9,20,659,20790.64,2310.07,0,15240.29
C01501,Central,Low Activity,Low,3,119,637,4170.23,1390.08,0,2954.89
C01502,Central,Low Activity,High,4,160,630,2296.32,574.08,0,1609.21
C01503,North,Power User,Low,11,44,544,15618.44,1419.86,0,9450.99
C01504,Central,Low Activity,Low,4,20,854,2962.38,740.59,1,2814.08
C01505,Central,Mid Activity,Low,5,242,530,7259.99,1452.0,1,4280.09
C01506,Central,Power User,Low,10,56,834,13633.23,1363.32,0,12647.48
C01507,South,Low Activity,Low,3,262,579,3465.18,1155.06,1,2231.75
C01508,Central,Mid Activity,Low,6,230,432,8509.05,1418.18,1,4088.9
C01509,South,Low Activity,Low,2,30,638,2241.52,1120.76,0,1590.76
C01510,South,Mid Activity,High,6,17,878,15639.86,2606.64,0,15274.5
C01511,East,Power User,Low,10,96,678,7685.31,768.53,0,5796.03
C01512,South,Low Activity,High,3,25,687,3369.42,1123.14,0,2574.85
C01513,East,Mid Activity,Low,6,325,483,8862.95,1477.16,0,4761.75
C01514,North,High Activity,Low,7,16,680,12018.18,1716.88,0,9090.49
C01515,North,High Activity,Low,8,15,777,17976.74,2247.09,0,15537.17
C01516,North,Low Activity,Low,4,108,345,2377.54,594.38,0,912.4
C01517,South,High Activity,High,8,4,594,14780.89,1847.61,0,9766.23
C01518,East,High Activity,Low,8,174,641,8844.51,1105.56,0,6306.24
C01519,North,High Activity,Low,7,205,293,8722.53,1246.08,1,2842.84
C01520,East,Mid Activity,High,5,35,612,5140.93,1028.19,0,3499.73
C01521,North,Power User,Low,11,27,535,18905.66,1718.7,0,11250.89
C01522,East,High Activity,Low,7,325,874,10725.04,1532.15,0,10426.8
C01523,Central,Power User,High,9,170,386,14009.46,1556.61,1,6015.2
C01524,North,Low Activity,Low,4,14,414,4290.73,1072.68,1,1975.93
C01525,Central,High Activity,Low,7,59,621,7572.36,1081.77,0,5230.76
C01526,Central,Power User,Low,10,32,534,19839.75,1983.98,0,11784.71
C01527,Central,Low Activity,Low,4,25,694,7461.29,1865.32,0,5759.88
C01528,Central,High Activity,Low,8,25,387,17776.42,2222.05,0,7652.35
C01529,East,Mid Activity,Low,5,60,888,8356.52,1671.3,0,8254.25
C01530,Central,Low Activity,Low,4,50,304,5678.42,1419.61,0,1920.18
C01531,Central,Power User,Low,10,11,317,21706.2,2170.62,0,7653.91
C01532,South,Mid Activity,High,5,323,518,5028.92,1005.78,1,2897.63
C01533,South,Mid Activity,Low,5,285,716,7168.78,1433.76,0,5709.52
C01534,Central,Low Activity,High,4,126,247,3856.64,964.16,0,1059.61
C01535,Central,Low Activity,Low,3,35,752,3252.14,1084.05,0,2720.37
C01536,North,Low Activity,Low,4,118,720,5590.61,1397.65,0,4477.45
